OBJECTID,AIN,APN,SitusHouseNo,SitusFraction,SitusDirection,SitusUnit,SitusStreet,SitusAddress,SitusCity,SitusZIP,SitusFullAddress,TaxRateArea,TaxRateCity,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,DesignType1,YearBuilt1,EffectiveYear1,Units1,Bedrooms1,Bathrooms1,SQFTmain1,DesignType2,YearBuilt2,EffectiveYear2,Units2,Bedrooms2,Bathrooms2,SQFTmain2,DesignType3,YearBuilt3,EffectiveYear3,Units3,Bedrooms3,Bathrooms3,SQFTmain3,DesignType4,YearBuilt4,EffectiveYear4,Units4,Bedrooms4,Bathrooms4,SQFTmain4,DesignType5,YearBuilt5,EffectiveYear5,Units5,Bedrooms5,Bathrooms5,SQFTmain5,RecDate,RecDocNo,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_RealEstateExemp,Roll_PersPropExemp,Roll_FixtureExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,LastSaleAmount,QualityClass1,QualityClass2,QualityClass3,QualityClass4,QualityClass5,LegalDescLine1,LegalDescLine2,LegalDescLine3,LegalDescLine4,LegalDescLine5,LegalDescLineLast,LegalDescription,SpatialChangeDate,ParcelCreateDate,ParcelTypeCode,Assr_Map,Assr_Index_Map,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,Fire_Name,* Damage,Structure Category,Total_Units,GlobalID,SHAPE__Area,SHAPE__Length,Tot_SqFt,DINS_Count,LCITY,COMMUNITY,BSD_Tag,TT_Eligible,Debris_Cleared,ROE_Number,FSO_URL,ROE_Status,Permit_Status,elibility_calc
118950,5845014031,5845-014-031,948, , , ,MORADA PL,948 MORADA PL,ALTADENA CA,91001-3114,948 MORADA PL ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0120,1959,1959,1,3,2,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19971010,1580835,2024,83679,125746,0,0,7000,0,0,0,1982,1982,19810511,9,D65A ,,,,,G A SWARTWOUT'S,SUB S 112.7 FT OF LOT 29 AND W 10,,,,FT AND E 40 FT OF S 112.7 FT OF LOT   30,G A SWARTWOUT'S SUB S 112.7 FT OF LOT 29 AND W 10 FT AND E 40 FT OF S 112.7 FT OF LOT   30,,0,0,5845-014,5845-NDX,34.17956529,-118.13049128,6522199.43310168,1887754.98821129,"34.179565, -118.130491",Eaton,No Damage,Single Residence,1,8f334470-b503-46b9-9213-cfa81528abfa,13334.826171875,831.765328366486,1440,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118951,5845015001,5845-015-001,945, , , ,NEW YORK DR,945 NEW YORK DR,ALTADENA CA,91001-3155,945 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0101,01,Residential,Single,0121,1908,1924,1,5,4,3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19980513,807529,2024,494021,222295,0,0,7000,0,0,0,1995,1995,19950505,9,D7D  ,,,,,G A SWARTWOUT'S,,,,,SUB EX OF ST LOTS 5 AND LOT    6,G A SWARTWOUT'S SUB EX OF ST LOTS 5 AND LOT    6,,0,0,5845-015,5845-NDX,34.17891886,-118.13079386,6522107.61096864,1887519.85995572,"34.178919, -118.130794",Eaton,Affected (1-9%),Nonresidential Commercial,1,fb3abae4-a4d5-4657-9e03-471150f4280c,30867.33203125,817.748047071643,3889,2,UA EATON,Altadena,,,NA,,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-001_FSO_Withdrawn.pdf,No ROE,Finaled,
118952,5845015005,5845-015-005,1003, , , ,NEW YORK DR,1003 NEW YORK DR,ALTADENA CA,91001-3117,1003 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0200,02,Residential,Two Units,0110,1909,1935,1,4,2,2040,0110,1951,1951,1,2,1,714,,,,,,,,,,,,,,,,,,,,,,20211229,1925335,2024,1247837,623914,260,0,7000,0,0,0,2007,2007,20070112,9,D55A ,D5A  ,,,,G A SWARTWOUT'S SUB EX OF ST,,,,,LOT 10 AND W 25 FT EX OF ST OF LOT   11,G A SWARTWOUT'S SUB EX OF ST LOT 10 AND W 25 FT EX OF ST OF LOT   11,,0,0,5845-015,5845-NDX,34.17892234,-118.1300063,6522345.81278344,1887520.81739664,"34.178922, -118.130006",Eaton,Destroyed (>50%),Single Residence,2,678c9de8-080e-42a5-b000-cd848834c8ed,23313.3037109375,767.762245701276,2754,3,UA EATON,Altadena,Red,Eligible from DINS,NA,TT-LAC00997,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-005_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
118953,5845015006,5845-015-006,1009, , , ,NEW YORK DR,1009 NEW YORK DR,ALTADENA CA,91001-3117,1009 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0122,1917,1920,1,4,2,3418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220210,164416,2024,1419113,503799,0,0,0,0,0,0,2014,2014,20140623,9,D65B ,,,,,G A SWARTWOUT'S SUB E 25 FT,,,,,EX OF ST OF LOT 11 AND EX OF ST LOT   12,G A SWARTWOUT'S SUB E 25 FT EX OF ST OF LOT 11 AND EX OF ST LOT   12,,0,0,5845-015,5845-NDX,34.17892254,-118.12975761,6522421.02933207,1887520.79513927,"34.178923, -118.129758",Eaton,No Damage,Single Residence,1,877bfbef-fdbf-4209-a4a0-611ea255b74c,23032.828125,765.5120159959,3418,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118954,5845015007,5845-015-007,1019, , , ,NEW YORK DR,1019 NEW YORK DR,ALTADENA CA,91001-3117,1019 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0300,03,Residential,Three Units (Any Combination),0110,1954,1954,1,2,1,864,0110,1954,1954,1,2,1,864,0120,1954,1954,1,3,2,1581,,,,,,,,,,,,,,,20100621,847364,2024,546624,512462,0,0,0,0,0,0,2005,2005,20050513,9,D55A ,D55A ,D7C  ,,,G A SWARTWOUT'S SUB EX OF ST,,,,,LOT 13 AND W 25 FT EX OF ST OF LOT   14,G A SWARTWOUT'S SUB EX OF ST LOT 13 AND W 25 FT EX OF ST OF LOT   14,,0,0,5845-015,5845-NDX,34.17892502,-118.12951009,6522495.89338223,1887521.60143791,"34.178925, -118.129510",Eaton,Destroyed (>50%),Single Residence,3,581a3a77-2a06-40f7-a5a2-5f5ef0c24ca4,23084.619140625,765.500270291663,3309,3,UA EATON,Altadena,Red,Eligible from DINS,NA,TTMS-LAC01967,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-007_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
118955,5845015008,5845-015-008,1037, , ,APT 0002,NEW YORK DR,1037 NEW YORK DR   APT 0002,ALTADENA CA,91001-3158,1037 NEW YORK DR APT 0002 ALTADENA CA 91001,07688,unincorporated,0,,,0400,04,Residential,Four Units (Any Combination),0200,1908,1924,1,2,2,1356,0110,1908,1931,1,2,1,1016,0100,1937,1937,1,1,1,707,0300,1939,1942,3,3,3,1760,,,,,,,,20220202,133092,2024,142790,476464,0,0,7000,0,0,0,2002,2002,20020102,9,D5   ,D4C  ,D5C  ,D6   ,,G A SWARTWOUT'S SUB E 25 FT,,,,,EX OF ST OF LOT 14 AND EX OF ST LOT   15,G A SWARTWOUT'S SUB E 25 FT EX OF ST OF LOT 14 AND EX OF ST LOT   15,,0,0,5845-015,5845-NDX,34.17892392,-118.12926313,6522570.58653389,1887521.10485492,"34.178924, -118.129263",Eaton,Destroyed (>50%),Single Residence,6,dce627c3-52f0-4e7e-8112-6a38b9385e50,22876.08984375,764.010551804661,4839,6,UA EATON,Altadena,Red,Eligible from DINS,NA,TTMS-LAC00546,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-008_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
118956,5845015009,5845-015-009,1045, , , ,NEW YORK DR,1045 NEW YORK DR,ALTADENA CA,91001-3117,1045 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0120,1921,1925,1,5,3,3160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161201,1511303,2024,43472,74717,0,0,7000,0,0,0,1975,1975,19691223,9,D65C ,,,,,G A SWARTWOUT'S SUB,N 180 FT OF S 185 FT OF LOT 16 AND W 25,,,,FT OF N 180 FT OF S 185 FT OF LOT   17,G A SWARTWOUT'S SUB N 180 FT OF S 185 FT OF LOT 16 AND W 25 FT OF N 180 FT OF S 185 FT OF LOT   17,,0,0,5845-015,5845-NDX,34.1787493,-118.129015,6522645.55247066,1887457.46183161,"34.178749, -118.129015",Eaton,Affected (1-9%),Single Residence,1,1533b547-484f-4145-8452-a59ea004a9f7,13346.5224609375,506.759185391287,3160,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118957,5845015010,5845-015-010,1059, , , ,NEW YORK DR,1059 NEW YORK DR,ALTADENA CA,91001-3117,1059 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0122,1924,1924,1,7,2,2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140729,782894,2024,467412,248317,0,0,0,0,0,0,2000,2000,20000620,9,D7A  ,,,,,G A SWARTWOUT'S SUB,E 25 FT OF N 175 FT OF S 180 FT OF LOT,,,,17 AND N 175 FT OF S 180 FT OF LOT   18,G A SWARTWOUT'S SUB E 25 FT OF N 175 FT OF S 180 FT OF LOT 17 AND N 175 FT OF S 180 FT OF LOT   18,,0,0,5845-015,5845-NDX,34.17874289,-118.12876613,6522720.82149224,1887455.02943019,"34.178743, -118.128766",Eaton,No Damage,Single Residence,1,a8d84acc-dd35-4aae-b1b3-0ec9bacbb2b6,13143.244140625,498.511674472962,2891,1,UA EATON,Altadena,,,NA,,,No ROE,NA,
118958,5845015011,5845-015-011,1933, , , ,MAIDEN LN,1933 MAIDEN LN,ALTADENA CA,91001-3107,1933 MAIDEN LN ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0110,1921,1921,1,2,1,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170222,210785,2024,31214,24244,0,0,0,0,0,0,1975,1975,19720707,9,D5B  ,,,,,G A SWARTWOUT'S,SUB LOT ON W LINE OF MAIDEN LANE,COM S 73 FT FROM N LINE OF LOT 18 TH,S ON SD W LINE 60.7 FT TH W 75 FT TH N,5 FT TH W 75 FT TH N 55.7 FT TH E 150 FT,"TO BEG PART OF LOTS 16,17 AND LOT   18","G A SWARTWOUT'S SUB LOT ON W LINE OF MAIDEN LANE COM S 73 FT FROM N LINE OF LOT 18 TH S ON SD W LINE 60.7 FT TH W 75 FT TH N 5 FT TH W 75 FT TH N 55.7 FT TH E 150 FT TO BEG PART OF LOTS 16,17 AND LOT   18",,0,0,5845-015,5845-NDX,34.17906813,-118.12888774,6522684.19242998,1887573.43755006,"34.179068, -118.128888",Eaton,Destroyed (>50%),Single Residence,1,df78dca0-d4d7-4e2d-b6b8-2aad6b10f4e7,8796.2548828125,422.504578118346,982,2,UA EATON,Altadena,Red,Eligible from DINS,NA,TTMS-LAC05373,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-011_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
118959,5845015012,5845-015-012,1949, , , ,MAIDEN LN,1949 MAIDEN LN,ALTADENA CA,91001-3107,1949 MAIDEN LN ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0130,1909,1938,1,3,3,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151217,1590449,2024,726755,321246,0,0,7000,0,0,0,2016,2016,20151217,903009,D65D ,,,,,G A SWARTWOUT'S,,,,,"SUB N 73 FT OF LOTS 16,17 AND LOT   18","G A SWARTWOUT'S SUB N 73 FT OF LOTS 16,17 AND LOT   18",,0,0,5845-015,5845-NDX,34.17924851,-118.12889479,6522682.14448477,1887639.08462537,"34.179249, -118.128895",Eaton,Destroyed (>50%),Single Residence,1,ecd6bef6-5b7f-42eb-994a-a823b0f3aa2e,10937.21484375,446.275825770555,2000,3,UA EATON,Altadena,Red,Eligible from DINS,NA,TT-LAC03116,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-012_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
118960,5845015013,5845-015-013,961, , , ,NEW YORK DR,961 NEW YORK DR,ALTADENA CA,91001-3155,961 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0120,1959,1960,1,3,2,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030415,1063706,2024,32177,59119,0,0,7000,0,0,0,1975,1975,19740617,0,D65C ,,,,,G A SWARTWOUT'S,SUB LOT COM AT NW COR OF LOT 7 TH S,ON W LINE OF SD LOT 138.7 FT TH E 65 FT,TH S 170 FT TH E ON N LINE OF NEW YORK,DR 10 FT TH N TO N LINE OF LOT 8 TH W,75 FT TO BEG PART OF LOTS 7 AND LOT    8,G A SWARTWOUT'S SUB LOT COM AT NW COR OF LOT 7 TH S ON W LINE OF SD LOT 138.7 FT TH E 65 FT TH S 170 FT TH E ON N LINE OF NEW YORK DR 10 FT TH N TO N LINE OF LOT 8 TH W 75 FT TO BEG PART OF LOTS 7 AND LOT    8,,0,0,5845-015,5845-NDX,34.17909434,-118.1304905,6522199.44660481,1887583.6041087,"34.179094, -118.130491",Eaton,Destroyed (>50%),Single Residence,1,c9f75b88-0541-43af-8a2a-043bb6d46274,12105.0341796875,767.501926224949,1723,2,UA EATON,Altadena,Red,Eligible from DINS,NA,TT-LAC02791,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-013_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
118961,5845015014,5845-015-014,955, , , ,NEW YORK DR,955 NEW YORK DR,ALTADENA CA,91001-3155,955 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0120,1959,1960,1,3,2,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170601,97869,2024,773721,209357,0,0,0,0,0,0,2017,2017,20170601,9,D65C ,,,,,G A SWARTWOUT'S SUB LOT COM AT,INTER SECTION OF N LINE OF NEW YORK DR,PER CSB951-2 WITH W LINE OF LOT 7 TH E,ON SD N LINE 65 FT WITH A UNIFORM DEPTH,,OF 170 FT N PART OF LOTS 7 AND LOT    8,G A SWARTWOUT'S SUB LOT COM AT INTER SECTION OF N LINE OF NEW YORK DR PER CSB951-2 WITH W LINE OF LOT 7 TH E ON SD N LINE 65 FT WITH A UNIFORM DEPTH OF 170 FT N PART OF LOTS 7 AND LOT    8,,0,0,5845-015,5845-NDX,34.17872944,-118.13051893,6522190.67553942,1887450.81847063,"34.178729, -118.130519",Eaton,No Damage,Single Residence,1,9bb5db80-57b4-420a-9fbe-92788a3938ee,11133.6796875,470.758554572316,1757,2,UA EATON,Altadena,,,NA,TT-LAC07436,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-014_FSO.pdf,Final Sign Off - Complete,NA,
118962,5845015015,5845-015-015,965, , , ,NEW YORK DR,965 NEW YORK DR,ALTADENA CA,91001-3155,965 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0130,1959,1971,1,3,4,2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150408,387783,2024,824795,206195,0,0,0,0,0,0,2015,2015,20150408,875008,D7C  ,,,,,G A SWARTWOUT'S SUB LOT,COM AT NE COR OF LOT 9 TH S ON E LINE OF,SD LOT 138.7 FT TH W 65 FT TH S 170 FT,TH W 10 FT TH N TO N LINE OF LOT 8 TH E,,75 FT TO BEG PART OF LOTS 8 AND LOT    9,G A SWARTWOUT'S SUB LOT COM AT NE COR OF LOT 9 TH S ON E LINE OF SD LOT 138.7 FT TH W 65 FT TH S 170 FT TH W 10 FT TH N TO N LINE OF LOT 8 TH E 75 FT TO BEG PART OF LOTS 8 AND LOT    9,,0,0,5845-015,5845-NDX,34.17909449,-118.13027235,6522265.42525928,1887583.57268,"34.179094, -118.130272",Eaton,Destroyed (>50%),Single Residence,1,8b4a47a2-9531-4cb6-843a-86fe6ffc5c0b,12096.546875,766.774417275528,2452,1,UA EATON,Altadena,Red,Eligible from DINS,NA,TTMS-LAC00507,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-015-015_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
118963,5845015016,5845-015-016,975, , , ,NEW YORK DR,975 NEW YORK DR,ALTADENA CA,91001-3155,975 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0120,1959,1960,1,3,2,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180206,119327,2024,807633,201906,0,0,0,0,0,0,2018,2018,20180206,905009,D65C ,,,,,G A SWARTWOUT'S SUB LOT COM AT,INTER SECTION OF N LINE OF NEW YORK DR,PER CSB951-2 WITH E LINE OF LOT 9 TH W,ON SD N LINE 65 FT WITH A UNIFORM DEPTH,,OF 170 FT N PART OF LOTS 8 AND LOT    9,G A SWARTWOUT'S SUB LOT COM AT INTER SECTION OF N LINE OF NEW YORK DR PER CSB951-2 WITH E LINE OF LOT 9 TH W ON SD N LINE 65 FT WITH A UNIFORM DEPTH OF 170 FT N PART OF LOTS 8 AND LOT    9,,0,0,5845-015,5845-NDX,34.17873102,-118.13023706,6522275.92727519,1887451.28620739,"34.178731, -118.130237",Eaton,No Damage,Single Residence,1,6a602280-9565-4fb6-a5fd-8bf710effc68,11050.796875,470.018089040497,1627,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118964,5845016003,5845-016-003,1936, , , ,LAKE AVE,1936 LAKE AVE,ALTADENA CA,91001-3038,1936 LAKE AVE ALTADENA CA 91001,07688,unincorporated,,,,0300,03,Residential,Three Units (Any Combination),0200,1940,1940,2,2,2,1248,0100,1940,1940,1,2,1,700,,,,,,,,,,,,,,,,,,,,,,20170308,269147,2024,517481,344986,0,0,0,0,0,0,2017,2017,20170308,758007,     ,     ,,,,VALLEY VIEW TRACT,,,,,AS PER BK 10 PG 56 OF MAPS LOT    4,VALLEY VIEW TRACT AS PER BK 10 PG 56 OF MAPS LOT    4,,0,0,5845-016,5845-NDX,34.17907772,-118.13140325,6521923.37392207,1887577.91449376,"34.179078, -118.131403",Eaton,No Damage,Single Residence,3,ef6e10ed-000b-422a-ac8a-6a035cac9198,9753.443359375,439.596918611321,1948,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118965,5845016005,5845-016-005,931, , , ,NEW YORK DR,931 NEW YORK DR,ALTADENA CA,91001-3155,931 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,0,,,010G,01,Residential,Single,0110,1908,1908,1,4,2,2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170526,588258,2024,449100,105900,0,0,7000,0,0,0,2017,2017,20170526,865008,D85A ,,,,,VALLEY VIEW TRACT AS PER,,,,,BK 10 PG 56 OF MAPS EX OF ST LOT    6,VALLEY VIEW TRACT AS PER BK 10 PG 56 OF MAPS EX OF ST LOT    6,,0,0,5845-016,5845-NDX,34.17881907,-118.13105632,6522028.17969514,1887483.65069506,"34.178819, -118.131056",Eaton,No Damage,Single Residence,1,5fa6b35c-2891-4964-9df7-34b438f49b19,14450.33984375,607.634720650616,2627,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118966,5845016006,5845-016-006,1958, , , ,LAKE AVE,1958 LAKE AVE,ALTADENA CA,91001-3038,1958 LAKE AVE ALTADENA CA 91001,07688,unincorporated,0,,,0500,05,Residential,Five or more apartments,0300,1905,1914,3,7,2,3113,0210,0000,0000,2,2,2,1431,,,,,,,,,,,,,,,,,,,,,,20231026,731413,2024,552093,151680,0,0,0,0,0,0,2005,2005,20041015,9,     ,D6   ,,,,VALLEY VIEW TRACT # 2 AS,PER BK 12 PG 123 OF MAPS LOT 7 AND S 5,,,,FT MEASURED ON E AND W LINES OF LOT    8,VALLEY VIEW TRACT # 2 AS PER BK 12 PG 123 OF MAPS LOT 7 AND S 5 FT MEASURED ON E AND W LINES OF LOT    8,7/8/2015 4:24:03 PM,0,0,5845-016,5845-NDX,34.17942961,-118.13130659,6521952.77702519,1887705.93433208,"34.179430, -118.131307",Eaton,Destroyed (>50%),Multiple Residence,5,de786f60-106f-4e08-8bc9-35fb0288ff0a,13325.5986328125,543.553246225217,4544,3,UA EATON,Altadena,Red,Eligible from DINS,NA,TT-LAC03742,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5845-016-006_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
118967,5845016014,5845-016-014,928, , , ,MORADA PL,928 MORADA PL,ALTADENA CA,91001-3114,928 MORADA PL ALTADENA CA 91001,07688,unincorporated,0,,,0100,01,Residential,Single,0100,1908,1930,1,2,1,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19920505,803506,2024,263501,65864,0,0,7000,0,0,0,1992,1992,19920505,190001,D45A ,,,,,E 65 FT MEASURED AT R/A TO E LINE OF,LOTS 10 AND 11 VALLEY VIEW TRACT # 2 AS,PER BK 12 PG 123 OF MAPS AND W 10 FT OF,,,N 150 FT OF LOT 32 G A SWARTWOUT'S SUB,E 65 FT MEASURED AT R/A TO E LINE OF LOTS 10 AND 11 VALLEY VIEW TRACT # 2 AS PER BK 12 PG 123 OF MAPS AND W 10 FT OF N 150 FT OF LOT 32 G A SWARTWOUT'S SUB,,0,0,5845-016,5845-NDX,34.1800178,-118.13105009,6522030.63284287,1887919.88794716,"34.180018, -118.131050",Eaton,No Damage,Single Residence,1,899f69ef-07c9-47ef-ba33-83127f96de74,10093.0830078125,446.97580154596,1218,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118968,5845016018,5845-016-018,1942, , , ,LAKE AVE,1942 LAKE AVE,ALTADENA CA,91001-3038,1942 LAKE AVE ALTADENA CA 91001,07688,unincorporated,0,,,2600,26,Commercial,"Auto, Recreation EQPT, Construction EQPT, Sales & Service",2600,1986,1986,1,0,0,5836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230419,250842,2024,311601,688205,0,0,0,0,0,0,1994,1994,19930708,9,C55B ,,,,,VALLEY VIEW TRACT (EX OF ST) LOT    5,,,,,,VALLEY VIEW TRACT (EX OF ST) LOT    5,,0,0,5845-016,5845-NDX,34.17925228,-118.13130151,6521954.22909863,1887641.39867726,"34.179252, -118.131302",Eaton,No Damage,Nonresidential Commercial,1,a466d058-d3fa-46f2-9493-50ecf992e666,13311.9931640625,540.303782758478,5836,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118969,5845016020,5845-016-020,1920, , , ,LAKE AVE,1920 LAKE AVE,ALTADENA CA,91001-3059,1920 LAKE AVE ALTADENA CA 91001,07688,unincorporated,,,,1100,11,Commercial,Stores,1101,1986,1986,1,0,0,7265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030528,1505821,2024,845819,486632,0,0,0,0,0,0,2002,2002,20020416,0,D65B ,,,,,"VALLEY VIEW TR POR  OF LOTS 1,2 AND 3",,,,,,"VALLEY VIEW TR POR  OF LOTS 1,2 AND 3",,19860828,0,5845-016,5845-NDX,34.17875825,-118.13151001,6521890.92955507,1887461.70746376,"34.178758, -118.131510",Eaton,No Damage,Nonresidential Commercial,1,7582e5b9-f202-4b5f-a1e1-05debd14e8f0,15617.5690523982,515.615623084695,7265,1,UA EATON,Altadena,,,NA,,,No ROE,NA,
118970,5845016021,5845-016-021,921, , , ,NEW YORK DR,921 NEW YORK DR,ALTADENA CA,91001-3166,921 NEW YORK DR ALTADENA CA 91001,07688,unincorporated,,,,0500,05,Residential,Five or more apartments,0530,1988,1988,5,10,10,5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190301,183332,2024,1093645,612440,0,0,0,0,0,0,2019,2019,20190301,1560015,D65  ,,,,,VALLEY VIEW TRACT E 62 FT (MEASURED AT,,,,,"R/A TO E LINE) OF LOTS 1,2 AND LOT 3   N","VALLEY VIEW TRACT E 62 FT (MEASURED AT R/A TO E LINE) OF LOTS 1,2 AND LOT 3   N",,19860828,0,5845-016,5845-NDX,34.17875594,-118.13125866,6521966.95180072,1887460.75357788,"34.178756, -118.131259",Eaton,Affected (1-9%),Multiple Residence,5,1000e6c7-123f-4f73-a7d5-426f4e4b0942,10596.1826171875,467.972369411294,5531,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
118971,5845016023,5845-016-023,1968, ,N,101,LAKE AVE,1968 N LAKE AVE   101,ALTADENA CA,91001,1968 N LAKE AVE 101 ALTADENA CA 91001,07688,unincorporated,0,,,1700,17,Commercial,Office Buildings,1702,2015,2015,1,0,0,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191101,1181950,2024,300215,701218,0,0,0,0,0,0,2020,2020,20191101,9,D7B  ,,,,,TR=72345 LOT 1 COMMERCIAL UNIT,,,,,A (AIRSPACE AND 1/18 INT IN COMMON AREA),TR=72345 LOT 1 COMMERCIAL UNIT A (AIRSPACE AND 1/18 INT IN COMMON AREA),7/29/2015 11:26:27 AM,20150708,1,5845-016,5845-NDX,34.17964701,-118.13118414,6521989.9156327,1887785.00159413,"34.179647, -118.131184",Eaton,Minor (10-25%),Mixed Commercial/Residential,1,1b4e1df3-b9b1-4c58-930e-42da4b85fcd2,31019.98828125,854.056433481344,1730,1,UA EATON,Altadena,Yellow,,NA,,,No ROE,NA,
118972,5845016024,5845-016-024,1968, ,N,103,LAKE AVE,1968 N LAKE AVE   103,ALTADENA CA,91001,1968 N LAKE AVE 103 ALTADENA CA 91001,07688,unincorporated,0,,,1700,17,Commercial,Office Buildings,1702,2015,2015,1,0,0,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191101,1181950,2024,198356,461045,0,0,0,0,0,0,2020,2020,20191101,9,D7B  ,,,,,TR=72345 LOT 1 COMMERCIAL UNIT,,,,,B (AIRSPACE AND 1/18 INT IN COMMON AREA),TR=72345 LOT 1 COMMERCIAL UNIT B (AIRSPACE AND 1/18 INT IN COMMON AREA),7/29/2015 11:26:39 AM,20150708,1,5845-016,5845-NDX,34.17964701,-118.13118414,6521989.9156327,1887785.00159413,"34.179647, -118.131184",Eaton,Minor (10-25%),Mixed Commercial/Residential,1,b87df2ae-aef1-4823-a592-a6b0fbf00919,31019.98828125,854.056433481344,1100,1,UA EATON,Altadena,,,NA,,,No ROE,NA,
118973,5845016025,5845-016-025,1968, ,N,105,LAKE AVE,1968 N LAKE AVE   105,ALTADENA CA,91001,1968 N LAKE AVE 105 ALTADENA CA 91001,07688,unincorporated,0,,,1700,17,Commercial,Office Buildings,1702,2015,2015,1,0,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191101,1181950,2024,180127,419230,0,0,0,0,0,0,2020,2020,20191101,9,D7B  ,,,,,TR=72345 LOT 1 COMMERCIAL UNIT,,,,,C (AIRSPACE AND 1/18 INT IN COMMON AREA),TR=72345 LOT 1 COMMERCIAL UNIT C (AIRSPACE AND 1/18 INT IN COMMON AREA),7/29/2015 11:26:44 AM,20150708,1,5845-016,5845-NDX,34.17964701,-118.13118414,6521989.9156327,1887785.00159413,"34.179647, -118.131184",Eaton,Minor (10-25%),Mixed Commercial/Residential,1,5a472fcd-ead2-4ca6-a272-7db4c11336fc,31019.98828125,854.056433481344,1000,1,UA EATON,Altadena,,,NA,,,No ROE,NA,
