id,address,lat,lon,target,risk_factor,xgb_prob,mlp_prob,cnn_prob,defensible_space_m
5845029006,5845029006,34.17900875,-118.1326406,0,Critical Vulnerability,0.58768827,,0.5537508726119995,0.0
5761027032,5761027032,34.17386551,-118.05954317,0,Zero Defensible Space,0.6037427,,0.6573944687843323,0.0
5844005033,5844005033,34.19430481,-118.13048595,0,Low Risk,0.54192096,,0.5568109154701233,100.0
5827015004,5827015004,34.1867364,-118.15595096,0,Zero Defensible Space,0.60188335,,0.648542046546936,0.0
4420027013,4420027013,34.05878163,-118.54644424,0,Zero Defensible Space,0.5956219,,0.46404072642326355,0.3922519981861114
4431024013,4431024013,34.07486997,-118.55923312,1,Critical Vulnerability,0.6972527,,0.46404072642326355,0.0
4415018048,4415018048,34.03969698,-118.55298564,0,Zero Defensible Space,0.10785366,,0.46404072642326355,0.0
4431025050,4431025050,34.07641225,-118.56191512,0,Zero Defensible Space,0.079449356,,0.46404072642326355,0.0
4422009016,4422009016,34.0516052,-118.51932268,1,Critical Vulnerability,0.6593396,,0.6935216784477234,0.0
5833003035,5833003035,34.20207528,-118.1386424,1,Critical Vulnerability,0.660791,,0.5750266909599304,0.0
5844018004,5844018004,34.19256356,-118.12130619,0,High Fuel Load,0.5358548,,0.46404072642326355,100.0
4412020028,4412020028,34.03743122,-118.52554423,1,Zero Defensible Space,0.589772,,0.8205230832099915,0.0
5839030003,5839030003,34.17967236,-118.13706137,0,Critical Vulnerability,0.58954734,,0.5865557789802551,0.0
4420004009,4420004009,34.05073786,-118.53573545,0,High Fuel Load,0.5744954,,0.7589647173881531,100.0
5863031016,5863031016,34.21236614,-118.15788563,0,Zero Defensible Space,0.33864507,,0.5557635426521301,0.0668499991297721
4414002023,4414002023,34.04826197,-118.53578849,0,Critical Vulnerability,0.69706345,,0.8207599520683289,0.0
4411006012,4411006012,34.04330218,-118.52131556,0,Zero Defensible Space,0.48119372,,0.49069294333457947,0.0
5763010038,5763010038,34.17005814,-118.04589887,0,Zero Defensible Space,0.544869,,0.677941620349884,0.0
5857011013,5857011013,34.18992506,-118.1098762,0,Zero Defensible Space,0.47320473,,0.4690544903278351,0.0
5829011027,5829011027,34.19941047,-118.15392669,1,High Fuel Load,0.5902201,,0.7636241912841797,100.0
5847008001,5847008001,34.183125,-118.12518902,1,Critical Vulnerability,0.6887122,,0.47899988293647766,0.0
5764028035,5764028035,34.17358253,-118.04243751,0,High Fuel Load,0.4972472,,0.46404072642326355,100.0
4452003071,4452003071,34.03908752,-118.66619969,0,Low Risk,0.04966956,,0.46404072642326355,100.0
5759021002,5759021002,34.16832821,-118.07184059,0,Zero Defensible Space,0.41859028,,0.4708302915096283,0.0668499991297721
4453012001,4453012001,34.05138919,-118.64377834,1,Zero Defensible Space,0.49602586,,0.48636728525161743,0.0
4431015158,4431015158,34.07852991,-118.56428449,0,Critical Vulnerability,0.13923459,,0.46404072642326355,0.0
5765032006,5765032006,34.17512685,-118.02448415,0,Zero Defensible Space,0.5468228,,0.48369285464286804,0.0
5841025018,5841025018,34.19374146,-118.13565629,1,Zero Defensible Space,0.61908346,,0.46608811616897583,0.0
5829021026,5829021026,34.19674521,-118.1576985,1,Zero Defensible Space,0.5010369,,0.6081914305686951,0.0
4443007036,4443007036,34.0427572,-118.57472492,1,Zero Defensible Space,0.48771963,,0.46404072642326355,0.0668499991297721
5841004004,5841004004,34.19818368,-118.13296428,1,High Fuel Load,0.5931657,,0.5418893694877625,100.0
4416003072,4416003072,34.04025664,-118.55553061,0,Zero Defensible Space,0.13634336,,0.47738513350486755,0.0
5860023051,5860023051,34.17219536,-118.08615048,0,Critical Vulnerability,0.4226994,,0.464688241481781,0.8022000193595886
5763022016,5763022016,34.17336899,-118.04334104,0,Critical Vulnerability,0.52214366,,0.5115849375724792,0.2875530123710632
5833030013,5833030013,34.2024855,-118.13641543,1,Zero Defensible Space,0.5242754,,0.5024603605270386,0.0
4414025013,4414025013,34.0442896,-118.54312631,1,Critical Vulnerability,0.6686089,,0.680732786655426,0.0
4453014008,4453014008,34.05234588,-118.6494227,1,Zero Defensible Space,0.68510455,,0.5071244239807129,0.0
5833003034,5833003034,34.20105837,-118.13713298,1,Zero Defensible Space,0.5543045,,0.5683996081352234,0.0
5854010008,5854010008,34.17612201,-118.09998864,0,Zero Defensible Space,0.45173934,,0.5223316550254822,0.0668499991297721
5833009024,5833009024,34.20064684,-118.14151084,1,Critical Vulnerability,0.6418371,,0.6679847836494446,0.0668499991297721
4414002024,4414002024,34.04840086,-118.53570955,0,Low Risk,0.5801969,,0.60496985912323,100.0
4416007017,4416007017,34.04655221,-118.55436847,1,Critical Vulnerability,0.71404123,,0.6819769144058228,0.0668499991297721
5863006005,5863006005,34.2085709,-118.16211633,0,Critical Vulnerability,0.39577776,,0.564059853553772,0.0
4413005006,4413005006,34.04346535,-118.53606006,0,Critical Vulnerability,0.6148451,,0.7544399499893188,0.0
5833008020,5833008020,34.19941034,-118.14100803,1,Critical Vulnerability,0.7634022,,0.8342903852462769,0.0
4419012048,4419012048,34.04966126,-118.54787841,1,Low Risk,0.56776893,,0.46404072642326355,100.0
5844003034,5844003034,34.19155624,-118.13062547,1,Zero Defensible Space,0.88621885,,0.46404072642326355,0.0668499991297721
5763010069,5763010069,34.17004483,-118.04691003,0,Critical Vulnerability,0.503702,,0.7491453886032104,0.0
5840009014,5840009014,34.18835578,-118.13909969,0,Zero Defensible Space,0.45464098,,0.5347110033035278,0.0
5847010020,5847010020,34.18215382,-118.12493325,0,Critical Vulnerability,0.6008169,,0.5425903797149658,0.0
5848006018,5848006018,34.17677548,-118.13601921,0,Zero Defensible Space,0.5903399,,0.6406430006027222,0.0
5846022046,5846022046,34.18563909,-118.11484765,1,Zero Defensible Space,0.34583032,,0.5499184131622314,0.0
4491005013,4491005013,34.10831535,-118.50246798,0,High Fuel Load,0.5456567,,0.5061022639274597,100.0
4416006071,4416006071,34.04484635,-118.55302776,1,Zero Defensible Space,0.8761529,,0.7167149782180786,0.0
5860020023,5860020023,34.1736399,-118.08525413,0,Zero Defensible Space,0.3078436,,0.48419255018234253,0.0
5843021008,5843021008,34.19529373,-118.12078578,1,Zero Defensible Space,0.654906,,0.47377222776412964,0.0668499991297721
